"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid"
"3111",45,"F","Hispanic","Greater than 45","Low","Male",0,0,1,0,0
"3112",30,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3113",25,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"3114",24,"F","African-American","Less than 25","Low","Male",5,0,4,0,0
"3115",29,"M","Caucasian","25 - 45","Low","Male",0,-1,2,1,1
"3116",21,"F","Caucasian","Less than 25","Low","Male",1,-1,4,0,0
"3117",46,"F","Caucasian","Greater than 45","Low","Female",1,-30,1,0,0
"3118",47,"M","Caucasian","Greater than 45","Low","Male",2,-30,1,0,0
"3119",30,"F","African-American","25 - 45","Medium","Male",13,-1,7,1,1
"3120",26,"M","African-American","25 - 45","Medium","Male",2,-26,5,0,0
"3121",42,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"3122",34,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3123",69,"M","Caucasian","Greater than 45","Low","Female",2,0,1,0,0
"3124",24,"F","Caucasian","Less than 25","Medium","Male",5,-22,6,1,1
"3125",45,"M","African-American","Greater than 45","Low","Male",1,-1,3,0,0
"3126",52,"M","African-American","Greater than 45","Low","Male",2,-1,1,0,0
"3127",30,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"3128",26,"M","Hispanic","25 - 45","Low","Female",0,0,3,0,0
"3129",30,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"3130",22,"F","African-American","Less than 25","Medium","Female",0,0,7,0,0
"3131",35,"F","African-American","25 - 45","Low","Male",6,-1,3,0,0
"3132",35,"M","African-American","25 - 45","Medium","Male",1,-1,5,1,0
"3133",25,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0
"3134",58,"M","Caucasian","Greater than 45","Low","Male",3,-4,1,0,0
"3135",33,"M","Caucasian","25 - 45","Low","Male",2,-23,2,0,0
"3136",44,"F","Caucasian","25 - 45","Low","Male",4,-1,4,0,0
"3137",30,"F","African-American","25 - 45","Low","Male",3,-1,3,0,0
"3138",39,"F","Hispanic","25 - 45","Low","Female",2,0,1,0,0
"3139",28,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"3140",34,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3141",26,"F","African-American","25 - 45","Medium","Male",1,-30,5,1,1
"3142",23,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0
"3143",31,"M","African-American","25 - 45","Low","Male",0,-1,4,0,0
"3144",38,"F","Other","25 - 45","Low","Male",1,-1,1,0,0
"3145",44,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"3146",52,"F","African-American","Greater than 45","Low","Male",0,0,1,0,0
"3147",31,"F","African-American","25 - 45","Medium","Male",9,0,6,1,1
"3148",21,"F","African-American","Less than 25","Medium","Female",2,-12,7,1,0
"3149",77,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"3150",61,"F","Caucasian","Greater than 45","Medium","Male",4,-1,5,0,0
"3151",41,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"3152",24,"M","Caucasian","Less than 25","Low","Female",0,-1,4,0,0
"3153",34,"F","African-American","25 - 45","Low","Female",5,-1,3,1,0
"3154",27,"F","Hispanic","25 - 45","Low","Male",1,0,3,0,0
"3155",30,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3156",59,"F","Hispanic","Greater than 45","Low","Male",0,-4,1,0,0
"3157",55,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1
"3158",53,"M","African-American","Greater than 45","Low","Male",5,0,1,0,0
"3159",50,"M","Caucasian","Greater than 45","Low","Male",1,-1,2,0,0
"3160",21,"F","Hispanic","Less than 25","Medium","Male",2,-1,5,1,1
"3161",25,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"3162",31,"M","Caucasian","25 - 45","Low","Female",2,0,3,0,0
"3163",26,"F","African-American","25 - 45","Low","Female",1,-1,4,0,0
"3164",25,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"3165",32,"M","African-American","25 - 45","Low","Male",0,0,1,0,0
"3166",40,"F","Caucasian","25 - 45","Low","Male",5,-1,1,0,0
"3167",35,"F","African-American","25 - 45","Low","Male",0,-2,4,0,0
"3168",27,"F","African-American","25 - 45","Low","Male",2,-1,2,0,0
"3169",36,"F","Asian","25 - 45","Low","Male",1,-1,1,0,0
"3170",30,"F","Caucasian","25 - 45","Low","Male",2,-22,3,0,0
"3171",30,"F","African-American","25 - 45","Low","Male",0,0,3,0,0
"3172",41,"F","African-American","25 - 45","Low","Male",19,0,2,1,0
"3173",29,"F","Caucasian","25 - 45","Low","Female",0,-3,3,0,0
"3174",25,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"3175",50,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3176",35,"F","Caucasian","25 - 45","Low","Male",4,-1,1,0,0
"3177",43,"F","African-American","25 - 45","Low","Male",4,-26,2,1,1
"3178",61,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"3179",22,"F","African-American","Less than 25","Medium","Female",4,0,6,1,1
"3180",34,"M","African-American","25 - 45","Low","Female",1,-21,1,0,0
"3181",24,"F","Other","Less than 25","Low","Male",0,-1,4,0,0
"3182",20,"M","African-American","Less than 25","High","Female",0,-1,8,1,1
"3183",30,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"3184",43,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"3185",37,"F","Hispanic","25 - 45","Low","Male",9,-1,3,0,0
"3186",29,"F","Hispanic","25 - 45","Low","Female",1,-1,3,0,0
"3187",24,"M","Caucasian","Less than 25","Medium","Female",0,0,5,0,0
"3188",36,"F","Caucasian","25 - 45","Low","Male",12,-26,2,0,0
"3189",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,1,1
"3190",32,"M","African-American","25 - 45","Low","Male",2,-1,4,0,0
"3191",38,"M","African-American","25 - 45","Low","Male",0,0,1,0,0
"3192",27,"F","African-American","25 - 45","Low","Female",8,-23,4,1,0
"3193",30,"M","African-American","25 - 45","High","Male",8,-1,8,1,1
"3194",26,"M","Caucasian","25 - 45","Low","Female",1,-2,3,1,0
"3195",37,"F","Caucasian","25 - 45","Low","Male",3,-1,2,0,0
"3196",29,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,0
"3197",32,"F","Caucasian","25 - 45","Low","Male",3,-1,2,0,0
"3198",21,"F","African-American","Less than 25","Medium","Male",8,30,5,1,1
"3199",21,"F","Caucasian","Less than 25","Medium","Male",1,-1,6,0,0
"3200",47,"M","Caucasian","Greater than 45","Low","Male",13,0,3,1,1
"3201",36,"F","African-American","25 - 45","Low","Female",4,-13,1,0,0
"3202",32,"M","Caucasian","25 - 45","Low","Male",4,0,3,1,1
"3203",43,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"3204",27,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0
"3205",62,"F","Caucasian","Greater than 45","Low","Male",2,-20,1,0,0
"3206",21,"F","African-American","Less than 25","Medium","Male",1,-22,5,0,0
"3207",34,"M","Asian","25 - 45","Low","Male",0,-1,1,0,0
"3208",46,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0
"3209",40,"M","African-American","25 - 45","High","Male",23,30,8,1,1
"3210",38,"M","Caucasian","25 - 45","Low","Male",3,0,1,0,0
"3211",41,"F","African-American","25 - 45","Low","Male",7,-1,4,0,0
"3212",21,"F","Caucasian","Less than 25","Medium","Male",1,-11,7,0,0
"3213",74,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"3214",27,"M","Hispanic","25 - 45","Low","Female",0,0,3,0,0
"3215",30,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3216",33,"F","Caucasian","25 - 45","Low","Female",3,-2,2,1,1
"3217",24,"M","Caucasian","Less than 25","Low","Male",2,0,3,0,0
"3218",52,"F","Asian","Greater than 45","Low","Male",0,-1,1,0,0
"3219",29,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"3220",30,"F","Caucasian","25 - 45","Low","Female",1,0,2,0,0
"3221",33,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"3222",38,"F","Hispanic","25 - 45","Low","Male",1,-1,1,0,0
"3223",28,"M","African-American","25 - 45","Medium","Female",5,-1,7,0,0
"3224",52,"F","African-American","Greater than 45","Low","Female",3,0,1,0,0
"3225",21,"F","Hispanic","Less than 25","Medium","Male",1,-25,6,0,0
"3226",22,"F","Hispanic","Less than 25","Medium","Female",1,-1,5,1,0
"3227",32,"F","Hispanic","25 - 45","Low","Male",3,0,2,0,0
"3228",25,"F","African-American","25 - 45","Low","Male",0,0,3,1,1
"3229",27,"M","African-American","25 - 45","Low","Female",0,-1,3,1,0
"3230",35,"F","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"3231",40,"M","African-American","25 - 45","Low","Male",2,-1,3,1,0
"3232",29,"F","Other","25 - 45","Low","Female",0,-1,3,0,0
"3233",24,"M","African-American","Less than 25","Medium","Male",2,-1,7,1,1
"3234",24,"F","African-American","Less than 25","High","Male",10,0,9,1,1
"3235",26,"F","Hispanic","25 - 45","Low","Male",5,-1,2,0,0
"3236",50,"F","Caucasian","Greater than 45","Low","Male",1,0,3,0,0
"3237",51,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"3238",29,"M","African-American","25 - 45","Low","Male",3,-1,2,0,0
"3239",25,"M","Caucasian","25 - 45","Low","Female",0,0,4,0,0
"3240",46,"F","Caucasian","Greater than 45","Low","Male",1,-1,3,0,0
"3241",33,"M","African-American","25 - 45","Medium","Male",9,-28,7,1,1
"3242",31,"F","Hispanic","25 - 45","Low","Male",19,-1,2,1,1
"3243",21,"M","Other","Less than 25","Medium","Male",0,-1,6,0,0
"3244",35,"F","African-American","25 - 45","Medium","Male",4,-1,5,0,0
"3245",26,"M","Other","25 - 45","Medium","Male",1,-1,7,0,0
"3246",27,"M","Caucasian","25 - 45","Low","Male",0,0,4,0,0
"3247",22,"F","African-American","Less than 25","Medium","Male",2,-1,5,0,0
"3248",29,"F","African-American","25 - 45","Low","Female",0,-1,2,1,1
"3249",31,"M","African-American","25 - 45","Low","Male",0,-1,4,0,0
"3250",29,"F","Hispanic","25 - 45","Low","Female",0,0,3,0,0
"3251",65,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"3252",34,"M","Hispanic","25 - 45","Low","Female",1,-5,1,0,0
"3253",24,"F","Caucasian","Less than 25","Medium","Male",6,0,5,0,0
"3254",46,"M","African-American","Greater than 45","Low","Male",0,0,1,0,0
"3255",29,"F","African-American","25 - 45","Low","Male",7,0,2,1,0
"3256",56,"F","Caucasian","Greater than 45","Low","Female",3,-1,1,0,0
"3257",21,"F","African-American","Less than 25","Medium","Male",0,0,7,0,0
"3258",40,"F","African-American","25 - 45","High","Male",0,0,9,1,1
"3259",22,"M","African-American","Less than 25","High","Male",2,-1,8,1,1
"3260",39,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"3261",36,"F","Caucasian","25 - 45","Low","Male",1,0,1,0,0
"3262",30,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"3263",36,"M","African-American","25 - 45","Medium","Male",0,-1,5,0,0
"3264",32,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"3265",23,"M","Other","Less than 25","Low","Male",0,-1,4,1,0
"3266",52,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3267",38,"M","African-American","25 - 45","Low","Male",5,-1,2,0,0
"3268",46,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"3269",20,"F","African-American","Less than 25","Medium","Male",2,-17,5,1,1
"3270",63,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3271",27,"F","African-American","25 - 45","Medium","Male",1,-1,5,1,1
"3272",27,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"3273",27,"M","African-American","25 - 45","Low","Male",0,0,2,0,0
"3274",48,"M","African-American","Greater than 45","Low","Female",0,-1,3,0,0
"3275",26,"M","African-American","25 - 45","Medium","Female",1,-23,5,0,0
"3276",58,"F","Other","Greater than 45","Low","Male",0,0,1,0,0
"3277",41,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"3278",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"3279",26,"M","Other","25 - 45","Low","Male",0,-1,3,0,0
"3280",39,"M","African-American","25 - 45","Low","Female",3,-1,2,0,0
"3281",46,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3282",33,"F","Other","25 - 45","Low","Male",7,-1,3,1,1
"3283",20,"F","Native American","Less than 25","High","Male",1,-5,9,1,1
"3284",32,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"3285",64,"M","Hispanic","Greater than 45","Low","Male",1,-2,1,0,0
"3286",26,"F","African-American","25 - 45","Low","Male",2,-23,4,0,0
"3287",22,"F","African-American","Less than 25","High","Male",2,-1,8,1,0
"3288",43,"F","Caucasian","25 - 45","Low","Female",0,0,1,0,0
"3289",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"3290",34,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"3291",20,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0
"3292",55,"F","Caucasian","Greater than 45","High","Male",7,0,10,0,0
"3293",22,"F","African-American","Less than 25","High","Male",1,-1,8,0,0
"3294",55,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"3295",21,"F","African-American","Less than 25","High","Male",0,-1,9,1,1
"3296",23,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0
"3297",28,"M","Caucasian","25 - 45","Low","Female",1,-2,2,0,0
"3298",45,"F","Other","Greater than 45","Low","Male",0,0,1,0,0
"3299",39,"F","African-American","25 - 45","Low","Male",1,-1,2,1,0
"3300",79,"M","Caucasian","Greater than 45","Low","Male",1,-22,1,0,0
"3301",48,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"3302",31,"M","African-American","25 - 45","Low","Male",5,-1,3,0,0
"3303",56,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"3304",43,"M","African-American","25 - 45","Low","Male",2,-1,1,0,0
"3305",20,"F","Hispanic","Less than 25","Medium","Male",0,-1,5,0,0
"3306",41,"M","African-American","25 - 45","Low","Male",0,-4,2,0,0
"3307",24,"F","Other","Less than 25","Low","Male",1,-1,3,0,0
"3308",33,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0
"3309",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,0
"3310",34,"F","African-American","25 - 45","Low","Male",3,-1,1,0,0
"3311",36,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"3312",69,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3313",32,"F","Caucasian","25 - 45","Low","Male",5,-1,4,1,1
"3314",46,"F","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0
"3315",34,"M","Caucasian","25 - 45","Low","Male",1,-14,3,0,0
"3316",32,"M","Hispanic","25 - 45","Low","Female",0,0,1,0,0
"3317",39,"M","African-American","25 - 45","Low","Male",0,-1,1,0,0
"3318",25,"M","African-American","25 - 45","Medium","Male",6,-1,7,1,1
"3319",29,"M","Caucasian","25 - 45","Low","Male",2,-2,4,1,0
"3320",40,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0
"3321",50,"F","Caucasian","Greater than 45","Low","Male",5,-8,1,1,0
"3322",37,"M","African-American","25 - 45","Medium","Male",4,-1,7,1,1
"3323",34,"F","African-American","25 - 45","Low","Male",1,0,2,0,0
"3324",35,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,0
"3325",23,"F","Caucasian","Less than 25","Medium","Male",10,-1,6,1,0
"3326",20,"F","Other","Less than 25","Medium","Male",0,-2,7,0,0
"3327",26,"F","Caucasian","25 - 45","Low","Male",2,-1,4,0,0
"3328",59,"M","Caucasian","Greater than 45","Low","Male",2,-15,1,1,1
"3329",37,"M","Caucasian","25 - 45","Low","Male",2,-12,3,0,0
"3330",22,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"3331",25,"F","African-American","25 - 45","Medium","Male",5,-1,7,0,0
"3332",20,"M","African-American","Less than 25","Medium","Male",1,-1,7,1,1
"3333",50,"M","Hispanic","Greater than 45","Low","Male",2,0,1,0,0
"3334",20,"F","African-American","Less than 25","High","Male",1,-20,8,0,0
"3335",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,1,1
"3336",30,"M","African-American","25 - 45","Low","Male",2,-1,2,0,0
"3337",39,"M","Other","25 - 45","Low","Male",0,-1,1,1,0
"3338",26,"F","African-American","25 - 45","Low","Male",2,-1,4,0,0
"3339",20,"M","Other","Less than 25","Medium","Male",0,-1,6,0,0
"3340",26,"F","Caucasian","25 - 45","Low","Female",0,-4,4,0,0
"3341",26,"F","African-American","25 - 45","Low","Male",5,-1,3,0,0
"3342",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0
"3343",28,"F","African-American","25 - 45","Low","Male",0,0,3,1,1
"3344",21,"M","African-American","Less than 25","Medium","Female",0,-4,7,0,0
"3345",25,"F","Other","25 - 45","High","Male",0,-1,8,1,1
"3346",30,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"3347",21,"F","Caucasian","Less than 25","High","Male",2,-3,9,1,1
"3348",35,"F","African-American","25 - 45","Medium","Male",22,0,7,1,1
"3349",50,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,1,1
"3350",25,"M","African-American","25 - 45","High","Male",5,-1,9,0,0
"3351",26,"F","African-American","25 - 45","High","Male",0,-1,10,0,0
"3352",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"3353",29,"F","African-American","25 - 45","Low","Male",0,0,3,0,0
"3354",52,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"3355",21,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,0
"3356",21,"F","Caucasian","Less than 25","Medium","Male",1,0,6,0,0
"3357",24,"F","African-American","Less than 25","Medium","Male",3,0,6,0,0
"3358",30,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0
"3359",41,"M","African-American","25 - 45","Medium","Male",9,-1,6,0,0
"3360",48,"F","Caucasian","Greater than 45","Low","Male",6,-26,1,0,0
"3361",34,"M","African-American","25 - 45","Low","Female",1,-1,1,0,0
"3362",25,"M","African-American","25 - 45","Low","Male",1,0,3,0,0
"3363",56,"F","Caucasian","Greater than 45","Low","Male",6,-1,1,0,0
"3364",23,"F","African-American","Less than 25","Medium","Male",0,0,5,0,0
"3365",21,"M","Caucasian","Less than 25","Medium","Male",0,-1,6,0,0
"3366",66,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3367",28,"M","African-American","25 - 45","Low","Male",7,-1,4,0,0
"3368",29,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"3369",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"3370",31,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,0
"3371",22,"M","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"3372",22,"M","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0
"3373",35,"F","Caucasian","25 - 45","Low","Male",3,0,1,0,0
"3374",56,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,1,0
"3375",34,"F","African-American","25 - 45","Low","Female",0,-1,1,0,0
"3376",43,"F","Caucasian","25 - 45","Low","Male",2,-1,1,0,0
"3377",38,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"3378",39,"F","Caucasian","25 - 45","Medium","Male",3,-1,6,0,0
"3379",26,"M","African-American","25 - 45","Low","Male",2,0,3,0,0
"3380",55,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"3381",61,"F","African-American","Greater than 45","Low","Male",25,-1,4,0,0
"3382",33,"M","Other","25 - 45","Low","Male",0,-1,2,0,0
"3383",40,"F","Caucasian","25 - 45","Medium","Male",4,0,7,0,0
"3384",33,"F","African-American","25 - 45","Low","Male",3,0,1,0,0
"3385",26,"F","Caucasian","25 - 45","Low","Male",0,-1,4,1,1
"3386",28,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0
"3387",45,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"3388",57,"F","Caucasian","Greater than 45","Low","Female",4,-1,1,0,0
"3389",26,"F","African-American","25 - 45","High","Male",3,-1,9,1,1
"3390",35,"F","African-American","25 - 45","Low","Male",1,-1,4,0,0
"3391",54,"F","Hispanic","Greater than 45","Low","Male",0,0,1,0,0
"3392",29,"F","African-American","25 - 45","Low","Female",0,-1,4,0,0
"3393",40,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"3394",25,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0
"3395",44,"M","African-American","25 - 45","Medium","Male",3,-1,5,0,0
"3396",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"3397",56,"M","Caucasian","Greater than 45","Low","Male",0,-4,1,0,0
"3398",27,"M","African-American","25 - 45","Low","Female",0,-1,3,0,0
"3399",29,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,0
"3400",34,"M","Caucasian","25 - 45","Low","Female",4,-1,2,0,0
"3401",22,"F","African-American","Less than 25","Medium","Female",0,0,6,0,0
"3402",31,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"3403",47,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0
"3404",39,"F","African-American","25 - 45","Medium","Male",4,-1,5,0,0
"3405",30,"F","Hispanic","25 - 45","Low","Male",2,-1,2,0,0
"3406",61,"M","African-American","Greater than 45","High","Male",2,0,10,0,0
"3407",37,"M","Hispanic","25 - 45","Low","Male",3,0,3,0,0
"3408",38,"F","Other","25 - 45","Low","Male",1,-1,1,1,1
"3409",30,"M","African-American","25 - 45","Medium","Male",0,-1,7,0,0
"3410",47,"F","Other","Greater than 45","Low","Male",0,-1,1,0,0
"3411",59,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"3412",23,"M","Caucasian","Less than 25","High","Male",4,-1,9,1,1
"3413",41,"F","Hispanic","25 - 45","Low","Female",0,-1,1,0,0
"3414",22,"F","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"3415",26,"F","African-American","25 - 45","Medium","Male",5,-1,5,0,0
"3416",44,"F","Caucasian","25 - 45","Low","Male",1,0,2,0,0
"3417",34,"M","African-American","25 - 45","Low","Female",0,-1,1,1,1
"3418",29,"M","African-American","25 - 45","Low","Male",8,-1,4,0,0
"3419",31,"M","African-American","25 - 45","Low","Female",0,-5,4,0,0
"3420",21,"F","Caucasian","Less than 25","Medium","Male",2,-10,5,0,0
"3421",34,"F","Caucasian","25 - 45","Medium","Male",4,-1,6,0,0
"3422",54,"F","African-American","Greater than 45","Low","Male",21,-1,1,0,0
"3423",20,"F","Caucasian","Less than 25","High","Male",4,-1,10,0,0
"3424",31,"F","Caucasian","25 - 45","Low","Male",1,-1,3,1,1
"3425",22,"M","Caucasian","Less than 25","Medium","Male",0,0,5,0,0
"3426",36,"M","African-American","25 - 45","Low","Male",6,-1,1,0,0
"3427",50,"M","African-American","Greater than 45","Low","Male",15,-1,4,0,0
"3428",49,"M","Other","Greater than 45","Low","Female",0,-1,1,0,0
"3429",31,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3430",21,"F","African-American","Less than 25","High","Male",2,-1,9,0,0
"3431",29,"F","Other","25 - 45","Low","Male",0,-1,3,0,0
"3432",61,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"3433",25,"F","Caucasian","25 - 45","Medium","Female",2,16,7,1,1
"3434",38,"F","Caucasian","25 - 45","Low","Male",5,-1,1,0,0
"3435",35,"M","Caucasian","25 - 45","Low","Male",2,-1,2,0,0
"3436",29,"F","Caucasian","25 - 45","Low","Male",1,-18,3,0,0
"3437",46,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"3438",53,"M","Caucasian","Greater than 45","Medium","Male",1,-1,5,1,0
"3439",27,"F","Caucasian","25 - 45","Medium","Female",1,-1,5,1,1
"3440",29,"F","Caucasian","25 - 45","Medium","Male",4,-2,7,0,0
"3441",24,"M","Caucasian","Less than 25","Low","Male",1,-1,3,1,0
"3442",40,"F","African-American","25 - 45","Low","Male",20,-1,4,0,0
"3443",36,"M","African-American","25 - 45","Low","Female",1,-1,2,0,0
"3444",57,"F","Caucasian","Greater than 45","Low","Male",7,-1,1,1,0
"3445",26,"F","African-American","25 - 45","Low","Male",1,-1,4,1,0
"3446",26,"F","African-American","25 - 45","Low","Male",2,-7,3,0,0
"3447",48,"F","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"3448",52,"M","Caucasian","Greater than 45","Low","Male",7,-1,2,0,0
"3449",43,"M","African-American","25 - 45","Low","Female",0,-1,1,0,0
"3450",24,"F","Caucasian","Less than 25","Low","Male",3,0,4,0,0
"3451",23,"F","Hispanic","Less than 25","Medium","Male",2,-1,7,0,0
"3452",21,"F","African-American","Less than 25","Medium","Male",0,0,6,0,0
"3453",25,"F","Caucasian","25 - 45","Low","Female",0,0,3,0,0
"3454",46,"M","Caucasian","Greater than 45","Low","Male",0,-1,3,0,0
"3455",24,"F","African-American","Less than 25","Low","Female",0,0,4,0,0
"3456",24,"M","Other","Less than 25","Low","Male",0,0,4,0,0
"3457",40,"M","Hispanic","25 - 45","Low","Male",0,0,3,0,0
"3458",36,"M","Hispanic","25 - 45","Low","Male",1,0,1,0,0
"3459",24,"M","Caucasian","Less than 25","Low","Male",0,0,3,0,0
"3460",55,"F","African-American","Greater than 45","Low","Female",2,-1,1,0,0
"3461",38,"F","African-American","25 - 45","Low","Male",14,-1,3,0,0
"3462",31,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"3463",30,"F","African-American","25 - 45","Low","Female",3,-1,2,0,0
"3464",37,"F","African-American","25 - 45","Low","Male",16,-1,3,1,1
"3465",41,"M","Caucasian","25 - 45","Low","Female",1,0,1,0,0
"3466",20,"F","African-American","Less than 25","Medium","Male",0,-1,7,1,1
"3467",22,"M","Caucasian","Less than 25","Medium","Male",1,0,5,0,0
"3468",38,"M","African-American","25 - 45","High","Male",7,-1,8,0,0
"3469",31,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"3470",28,"F","Caucasian","25 - 45","Low","Male",0,0,4,0,0
"3471",21,"F","Hispanic","Less than 25","High","Male",2,-1,8,1,1
"3472",39,"F","African-American","25 - 45","Low","Male",1,-1,4,0,0
"3473",45,"M","Hispanic","Greater than 45","Low","Male",0,0,1,0,0
"3474",27,"F","African-American","25 - 45","Medium","Male",9,-1,6,1,1
"3475",30,"F","Hispanic","25 - 45","Low","Male",0,0,2,0,0
"3476",43,"F","African-American","25 - 45","Low","Male",2,0,1,0,0
"3477",26,"F","African-American","25 - 45","Low","Male",1,-1,3,0,0
"3478",32,"F","African-American","25 - 45","Low","Male",7,-1,2,1,0
"3479",57,"F","Caucasian","Greater than 45","Low","Female",2,-1,1,0,0
"3480",40,"M","Caucasian","25 - 45","Low","Female",0,0,1,0,0
"3481",29,"M","Caucasian","25 - 45","High","Male",1,-1,10,0,0
"3482",36,"M","African-American","25 - 45","Low","Male",2,-4,2,0,0
"3483",35,"F","African-American","25 - 45","Medium","Male",6,0,5,1,1
"3484",49,"M","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"3485",21,"F","African-American","Less than 25","Medium","Male",2,-1,5,1,1
"3486",33,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0
